Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (EUR),Warehouse,Order Status,Lead Time (Days),Carrier
1568,30,Male,Gym Bag,Accessories,Bremen,M,Turquoise,Spring,4.1,No,Store Pickup,Yes,Yes,9,Google Pay,Monthly,30.36,Nuremberg DC,Returned,7,Store
1569,51,Male,Tiro Pants,Footwear,Stuttgart,L,Yellow,Spring,4.6,No,Hermes Standard,Yes,Yes,8,Apple Pay,Monthly,69.92,Nuremberg DC,Delivered,3,Hermes
1570,20,Male,Tiro Pants,Clothing,Dusseldorf,M,Orange,Summer,2.9,No,DHL Express,Yes,Yes,29,Visa,Weekly,57.96,Herzogenaurach DC,Delivered,1,DHL
1571,30,Male,Backpack,Clothing,Bremen,L,Brown,Winter,4.8,No,Hermes Standard,Yes,Yes,3,Klarna,Every 3 Months,37.72,Nuremberg DC,In Transit,5,Hermes
1572,28,Male,Football Jersey,Accessories,Herzogenaurach,L,Silver,Winter,4.5,No,DPD Classic,Yes,Yes,11,Visa,Fortnightly,80.96,Hamburg DC,Delivered,1,DPD
1573,37,Male,Hoodie,Clothing,Berlin,L,White,Summer,3.4,No,Hermes Standard,Yes,Yes,16,Google Pay,Monthly,84.64,Leipzig DC,Delivered,7,Hermes
1574,36,Male,Running T-Shirt,Clothing,Dresden,L,Indigo,Summer,4.3,No,GLS Parcel,Yes,Yes,25,Mastercard,Weekly,28.52,Leipzig DC,In Transit,3,GLS
1575,18,Male,Tiro Pants,Clothing,Hamburg,S,Magenta,Spring,4.2,No,DHL Standard,Yes,Yes,32,Klarna,Bi-Weekly,23.0,Nuremberg DC,In Transit,7,DHL
1576,52,Male,Backpack,Clothing,Leipzig,M,Turquoise,Spring,3.6,No,Store Pickup,Yes,Yes,28,Visa,Fortnightly,25.76,Hamburg DC,Returned,5,Store
1577,56,Male,Stan Smith Sneakers,Clothing,Leipzig,M,White,Spring,3.7,No,DHL Express,Yes,Yes,36,PayPal,Monthly,69.0,Nuremberg DC,Processing,3,DHL
1578,68,Male,Sports Socks,Footwear,Bremen,S,Olive,Spring,4.0,No,DHL Standard,Yes,Yes,7,Visa,Fortnightly,31.28,Nuremberg DC,In Transit,6,DHL
1579,62,Male,Training Shorts,Clothing,Frankfurt,S,Maroon,Winter,4.9,No,Store Pickup,Yes,Yes,2,SEPA Direct Debit,Quarterly,89.24,Hamburg DC,Delivered,2,Store
1580,35,Male,Running T-Shirt,Outerwear,Hanover,M,Violet,Summer,3.1,No,Store Pickup,Yes,Yes,6,Google Pay,Monthly,73.6,Herzogenaurach DC,Returned,4,Store
1581,65,Male,Track Jacket,Footwear,Munich,L,Cyan,Summer,3.7,No,Store Pickup,Yes,Yes,30,PayPal,Annually,65.32,Hamburg DC,Delivered,7,Store
1582,69,Male,Football Jersey,Accessories,Munich,L,Teal,Fall,4.2,No,DHL Express,Yes,Yes,46,Klarna,Quarterly,70.84,Leipzig DC,In Transit,4,DHL
1583,28,Male,Ultraboost Shoes,Accessories,Dresden,L,Red,Spring,2.5,No,DHL Standard,Yes,Yes,39,PayPal,Monthly,37.72,Hamburg DC,Returned,7,DHL
1584,37,Male,Ultraboost Shoes,Accessories,Hamburg,XL,Yellow,Summer,4.3,No,Hermes Standard,Yes,Yes,8,SEPA Direct Debit,Annually,84.64,Nuremberg DC,Returned,1,Hermes
1585,41,Male,Ultraboost Shoes,Clothing,Munich,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,46,Apple Pay,Quarterly,87.4,Herzogenaurach DC,Processing,7,Store
1586,37,Male,Track Jacket,Clothing,Munich,M,Charcoal,Fall,3.0,No,GLS Parcel,Yes,Yes,40,PayPal,Fortnightly,23.0,Herzogenaurach DC,Returned,1,GLS
1587,25,Male,Tiro Pants,Footwear,Dresden,M,Purple,Fall,4.0,No,Store Pickup,Yes,Yes,21,Apple Pay,Weekly,70.84,Nuremberg DC,Processing,4,Store
1588,41,Male,Training Shorts,Clothing,Munich,M,Beige,Summer,3.5,No,DPD Classic,Yes,Yes,33,PayPal,Fortnightly,91.08,Leipzig DC,In Transit,6,DPD
1589,48,Male,Ultraboost Shoes,Accessories,Hamburg,L,Cyan,Winter,3.2,No,DPD Classic,Yes,Yes,3,Apple Pay,Monthly,22.08,Nuremberg DC,Returned,4,DPD
1590,42,Male,Gym Bag,Footwear,Berlin,M,Silver,Summer,2.7,No,DHL Standard,Yes,Yes,48,PayPal,Weekly,66.24,Leipzig DC,Delivered,5,DHL
1591,54,Male,Ultraboost Shoes,Clothing,Berlin,S,Pink,Winter,3.0,No,DHL Standard,Yes,Yes,8,Apple Pay,Annually,73.6,Nuremberg DC,Returned,5,DHL
1592,18,Male,Stan Smith Sneakers,Clothing,Nuremberg,L,Gold,Winter,2.9,No,DHL Standard,Yes,Yes,24,SEPA Direct Debit,Annually,92.0,Herzogenaurach DC,In Transit,6,DHL
1593,56,Male,Adilette Slides,Footwear,Nuremberg,M,Cyan,Summer,3.3,No,Store Pickup,Yes,Yes,10,Apple Pay,Every 3 Months,76.36,Leipzig DC,Delivered,3,Store
1594,61,Male,Sports Socks,Clothing,Dresden,M,Black,Spring,4.9,No,DHL Standard,Yes,Yes,25,SEPA Direct Debit,Monthly,87.4,Herzogenaurach DC,Processing,2,DHL
1595,40,Male,Training Shorts,Accessories,Hanover,XL,Charcoal,Summer,3.7,No,DPD Classic,Yes,Yes,3,Apple Pay,Fortnightly,37.72,Herzogenaurach DC,Processing,3,DPD
1596,34,Male,Running T-Shirt,Accessories,Dusseldorf,S,Magenta,Spring,3.5,No,GLS Parcel,Yes,Yes,45,PayPal,Fortnightly,32.2,Herzogenaurach DC,Processing,2,GLS
1597,42,Male,Tiro Pants,Accessories,Dusseldorf,S,Pink,Fall,4.7,No,Hermes Standard,Yes,Yes,15,Visa,Monthly,27.6,Herzogenaurach DC,Delivered,2,Hermes
1598,43,Male,Training Shorts,Accessories,Dusseldorf,XL,Maroon,Winter,2.6,No,DHL Express,Yes,Yes,34,Mastercard,Quarterly,19.32,Hamburg DC,Returned,2,DHL
1599,47,Male,Training Shorts,Accessories,Stuttgart,M,Teal,Fall,4.1,No,Store Pickup,Yes,Yes,21,Apple Pay,Bi-Weekly,78.2,Leipzig DC,Delivered,3,Store
1600,48,Male,Adilette Slides,Clothing,Bremen,M,Orange,Winter,2.8,No,DHL Standard,Yes,Yes,22,Klarna,Bi-Weekly,49.68,Nuremberg DC,Delivered,7,DHL
1601,20,Male,Backpack,Footwear,Hanover,S,Yellow,Spring,4.7,No,DPD Classic,Yes,Yes,24,Mastercard,Weekly,23.92,Leipzig DC,Processing,3,DPD
1602,65,Male,Sports Socks,Clothing,Frankfurt,XL,Red,Spring,2.9,No,DHL Express,Yes,Yes,33,Apple Pay,Monthly,54.28,Nuremberg DC,In Transit,3,DHL
1603,54,Male,Running T-Shirt,Accessories,Hamburg,S,Charcoal,Winter,2.8,No,DHL Standard,Yes,Yes,13,Google Pay,Fortnightly,44.16,Nuremberg DC,In Transit,7,DHL
1604,23,Male,Training Shorts,Clothing,Cologne,L,Black,Summer,4.3,No,Store Pickup,Yes,Yes,17,Google Pay,Bi-Weekly,90.16,Hamburg DC,Processing,6,Store
1605,18,Male,Gym Bag,Clothing,Berlin,M,White,Summer,4.8,No,Hermes Standard,Yes,Yes,25,Google Pay,Every 3 Months,84.64,Hamburg DC,Returned,2,Hermes
1606,70,Male,Hoodie,Accessories,Cologne,M,Lavender,Winter,3.4,No,GLS Parcel,Yes,Yes,15,Mastercard,Bi-Weekly,42.32,Herzogenaurach DC,Returned,3,GLS
1607,55,Male,Stan Smith Sneakers,Clothing,Stuttgart,S,White,Spring,4.3,No,GLS Parcel,Yes,Yes,4,SEPA Direct Debit,Fortnightly,19.32,Herzogenaurach DC,In Transit,4,GLS
1608,49,Male,Track Jacket,Clothing,Herzogenaurach,S,Gray,Fall,2.7,No,DHL Standard,Yes,Yes,43,SEPA Direct Debit,Quarterly,66.24,Hamburg DC,Returned,3,DHL
1609,26,Male,Track Jacket,Footwear,Frankfurt,XL,Cyan,Fall,4.6,No,Hermes Standard,Yes,Yes,12,Visa,Bi-Weekly,53.36,Herzogenaurach DC,Returned,2,Hermes
1610,33,Male,Ultraboost Shoes,Clothing,Herzogenaurach,S,Brown,Fall,4.1,No,DPD Classic,Yes,Yes,3,Visa,Monthly,85.56,Nuremberg DC,Returned,2,DPD
1611,20,Male,Stan Smith Sneakers,Clothing,Nuremberg,L,Purple,Spring,3.4,No,DPD Classic,Yes,Yes,1,Klarna,Annually,28.52,Herzogenaurach DC,Returned,6,DPD
1612,41,Male,Adilette Slides,Clothing,Hanover,L,Yellow,Winter,4.5,No,DPD Classic,Yes,Yes,6,Visa,Monthly,23.92,Nuremberg DC,In Transit,7,DPD
1613,18,Male,Running T-Shirt,Clothing,Leipzig,M,Indigo,Summer,4.4,No,Store Pickup,Yes,Yes,26,Klarna,Monthly,62.56,Herzogenaurach DC,Returned,7,Store
1614,26,Male,Training Shorts,Accessories,Nuremberg,S,Black,Summer,4.0,No,DHL Express,Yes,Yes,6,PayPal,Fortnightly,28.52,Hamburg DC,Processing,2,DHL
1615,30,Male,Sports Socks,Clothing,Nuremberg,S,Gray,Summer,3.4,No,DPD Classic,Yes,Yes,22,SEPA Direct Debit,Bi-Weekly,37.72,Leipzig DC,Delivered,3,DPD
1616,64,Male,Training Shorts,Accessories,Munich,M,Indigo,Fall,3.2,No,Hermes Standard,Yes,Yes,45,Apple Pay,Bi-Weekly,57.04,Leipzig DC,In Transit,6,Hermes
1617,26,Male,Track Jacket,Accessories,Erlangen,M,Green,Spring,3.4,No,Store Pickup,Yes,Yes,50,Visa,Quarterly,37.72,Nuremberg DC,Returned,5,Store
1618,43,Male,Running T-Shirt,Clothing,Hanover,M,Peach,Winter,4.3,No,DHL Standard,Yes,Yes,50,PayPal,Fortnightly,58.88,Herzogenaurach DC,Returned,6,DHL
1619,63,Male,Gym Bag,Footwear,Augsburg,L,Purple,Summer,5.0,No,DHL Standard,Yes,Yes,39,Apple Pay,Quarterly,66.24,Hamburg DC,Returned,3,DHL
1620,57,Male,Stan Smith Sneakers,Accessories,Bremen,L,Beige,Winter,3.5,No,Hermes Standard,Yes,Yes,50,Google Pay,Bi-Weekly,71.76,Hamburg DC,Processing,2,Hermes
1621,25,Male,Sports Socks,Accessories,Nuremberg,M,Charcoal,Winter,3.1,No,Hermes Standard,Yes,Yes,27,Visa,Every 3 Months,43.24,Leipzig DC,In Transit,7,Hermes
1622,68,Male,Track Jacket,Accessories,Stuttgart,L,Gray,Summer,3.9,No,Hermes Standard,Yes,Yes,38,Apple Pay,Fortnightly,42.32,Leipzig DC,In Transit,3,Hermes
1623,31,Male,Running T-Shirt,Clothing,Dresden,S,Brown,Winter,4.0,No,DHL Standard,Yes,Yes,37,Klarna,Every 3 Months,39.56,Nuremberg DC,In Transit,6,DHL
1624,64,Male,Football Jersey,Accessories,Dusseldorf,M,Cyan,Summer,3.5,No,DHL Standard,Yes,Yes,50,Klarna,Annually,53.36,Leipzig DC,Delivered,1,DHL
1625,38,Male,Hoodie,Clothing,Stuttgart,M,White,Winter,3.6,No,DPD Classic,Yes,Yes,40,Visa,Every 3 Months,29.44,Herzogenaurach DC,Delivered,2,DPD
1626,34,Male,Track Jacket,Clothing,Dusseldorf,L,Beige,Winter,3.0,No,Store Pickup,Yes,Yes,3,Mastercard,Bi-Weekly,41.4,Nuremberg DC,In Transit,3,Store
1627,32,Male,Backpack,Footwear,Herzogenaurach,L,Orange,Summer,2.6,No,DPD Classic,Yes,Yes,45,Apple Pay,Bi-Weekly,32.2,Herzogenaurach DC,Delivered,7,DPD
1628,69,Male,Ultraboost Shoes,Accessories,Erlangen,M,Olive,Winter,2.9,No,GLS Parcel,Yes,Yes,8,Visa,Annually,19.32,Hamburg DC,Returned,4,GLS
1629,45,Male,Running T-Shirt,Clothing,Erlangen,S,Teal,Winter,3.1,No,DPD Classic,Yes,Yes,7,SEPA Direct Debit,Monthly,58.88,Hamburg DC,Returned,1,DPD
1630,35,Male,Tiro Pants,Clothing,Hamburg,S,Silver,Spring,3.3,No,DHL Express,Yes,Yes,13,Mastercard,Quarterly,80.96,Herzogenaurach DC,Processing,3,DHL
1631,63,Male,Training Shorts,Footwear,Herzogenaurach,M,Gold,Summer,2.9,No,Hermes Standard,Yes,Yes,29,Visa,Every 3 Months,44.16,Nuremberg DC,Processing,3,Hermes
1632,65,Male,Backpack,Clothing,Leipzig,L,Violet,Summer,3.9,No,Hermes Standard,Yes,Yes,7,Google Pay,Fortnightly,33.12,Leipzig DC,In Transit,3,Hermes
1633,35,Male,Stan Smith Sneakers,Accessories,Stuttgart,S,White,Summer,4.7,No,GLS Parcel,Yes,Yes,50,SEPA Direct Debit,Every 3 Months,25.76,Nuremberg DC,In Transit,1,GLS
1634,54,Male,Hoodie,Clothing,Cologne,M,Peach,Spring,4.4,No,Hermes Standard,Yes,Yes,33,SEPA Direct Debit,Bi-Weekly,73.6,Nuremberg DC,In Transit,3,Hermes
1635,28,Male,Backpack,Outerwear,Dresden,S,Orange,Summer,3.6,No,GLS Parcel,Yes,Yes,30,SEPA Direct Debit,Every 3 Months,21.16,Leipzig DC,In Transit,2,GLS
1636,68,Male,Tiro Pants,Accessories,Hanover,L,Violet,Summer,3.2,No,Hermes Standard,Yes,Yes,40,Google Pay,Annually,22.08,Leipzig DC,In Transit,6,Hermes
1637,58,Male,Sports Socks,Footwear,Dresden,L,Green,Fall,4.0,No,Hermes Standard,Yes,Yes,49,Mastercard,Fortnightly,20.24,Hamburg DC,Returned,6,Hermes
1638,35,Male,Adilette Slides,Clothing,Munich,M,Peach,Spring,3.5,No,GLS Parcel,Yes,Yes,32,Mastercard,Fortnightly,19.32,Nuremberg DC,In Transit,4,GLS
1639,68,Male,Sports Socks,Outerwear,Dresden,M,Black,Spring,4.6,No,Hermes Standard,Yes,Yes,18,PayPal,Weekly,46.92,Nuremberg DC,Delivered,1,Hermes
1640,41,Male,Football Jersey,Accessories,Erlangen,L,Blue,Summer,3.3,No,DHL Express,Yes,Yes,50,Google Pay,Annually,59.8,Herzogenaurach DC,In Transit,1,DHL
1641,65,Male,Hoodie,Accessories,Munich,S,Magenta,Spring,4.0,No,GLS Parcel,Yes,Yes,13,SEPA Direct Debit,Weekly,46.92,Hamburg DC,Processing,5,GLS
1642,50,Male,Gym Bag,Clothing,Frankfurt,L,Violet,Summer,3.4,No,Hermes Standard,Yes,Yes,1,Klarna,Every 3 Months,29.44,Leipzig DC,In Transit,1,Hermes
1643,18,Male,Gym Bag,Outerwear,Augsburg,M,Beige,Spring,4.2,No,DHL Standard,Yes,Yes,16,PayPal,Fortnightly,64.4,Leipzig DC,Processing,7,DHL
1644,38,Male,Running T-Shirt,Accessories,Leipzig,L,Pink,Summer,3.9,No,DHL Express,Yes,Yes,6,Google Pay,Monthly,70.84,Hamburg DC,Delivered,7,DHL
1645,68,Male,Tiro Pants,Outerwear,Dusseldorf,S,Beige,Summer,3.9,No,Hermes Standard,Yes,Yes,21,SEPA Direct Debit,Monthly,82.8,Hamburg DC,In Transit,1,Hermes
1646,53,Male,Gym Bag,Accessories,Augsburg,L,Green,Summer,2.8,No,Hermes Standard,Yes,Yes,36,Google Pay,Every 3 Months,33.12,Hamburg DC,In Transit,6,Hermes
1647,58,Male,Adilette Slides,Accessories,Nuremberg,S,Silver,Summer,3.7,No,DHL Standard,Yes,Yes,20,Apple Pay,Every 3 Months,70.84,Leipzig DC,Returned,1,DHL
1648,34,Male,Ultraboost Shoes,Footwear,Frankfurt,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,SEPA Direct Debit,Quarterly,71.76,Nuremberg DC,In Transit,3,Store
1649,36,Male,Ultraboost Shoes,Clothing,Frankfurt,M,Gray,Summer,2.6,No,GLS Parcel,Yes,Yes,22,Mastercard,Monthly,63.48,Nuremberg DC,Processing,7,GLS
1650,58,Male,Sports Socks,Clothing,Dusseldorf,M,White,Summer,4.9,No,GLS Parcel,Yes,Yes,3,Apple Pay,Quarterly,57.96,Nuremberg DC,In Transit,4,GLS
1651,60,Male,Gym Bag,Accessories,Hanover,M,Silver,Winter,3.4,No,DPD Classic,Yes,Yes,46,Mastercard,Fortnightly,33.12,Hamburg DC,Delivered,7,DPD
1652,59,Male,Hoodie,Outerwear,Erlangen,M,Blue,Winter,3.9,No,Store Pickup,Yes,Yes,42,Apple Pay,Monthly,73.6,Nuremberg DC,In Transit,6,Store
1653,65,Male,Gym Bag,Clothing,Augsburg,M,Orange,Summer,4.0,No,DPD Classic,Yes,Yes,1,SEPA Direct Debit,Fortnightly,32.2,Nuremberg DC,Returned,3,DPD
1654,31,Male,Football Jersey,Accessories,Herzogenaurach,L,Silver,Winter,3.0,No,GLS Parcel,Yes,Yes,29,Apple Pay,Bi-Weekly,85.56,Leipzig DC,Returned,2,GLS
1655,43,Male,Hoodie,Accessories,Augsburg,L,Gray,Spring,2.6,No,DHL Standard,Yes,Yes,14,Klarna,Quarterly,23.0,Herzogenaurach DC,In Transit,7,DHL
1656,37,Male,Adilette Slides,Clothing,Frankfurt,L,Gold,Spring,3.2,No,DPD Classic,Yes,Yes,4,Google Pay,Monthly,74.52,Leipzig DC,Returned,7,DPD
1657,21,Male,Sports Socks,Clothing,Bremen,L,Brown,Spring,2.6,No,DPD Classic,Yes,Yes,41,SEPA Direct Debit,Every 3 Months,38.64,Herzogenaurach DC,Delivered,6,DPD
1658,69,Male,Backpack,Clothing,Leipzig,L,Turquoise,Spring,3.2,No,Hermes Standard,Yes,Yes,4,PayPal,Bi-Weekly,33.12,Hamburg DC,Processing,2,Hermes
1659,32,Male,Adilette Slides,Accessories,Hanover,S,Pink,Spring,4.1,No,GLS Parcel,Yes,Yes,47,Google Pay,Weekly,60.72,Hamburg DC,In Transit,3,GLS
1660,53,Male,Adilette Slides,Accessories,Dusseldorf,M,Black,Fall,3.9,No,DHL Standard,Yes,Yes,44,SEPA Direct Debit,Annually,34.04,Leipzig DC,Delivered,3,DHL
1661,59,Male,Sports Socks,Clothing,Stuttgart,L,Yellow,Winter,4.1,No,DHL Standard,Yes,Yes,37,SEPA Direct Debit,Monthly,41.4,Nuremberg DC,Returned,3,DHL
1662,64,Male,Sports Socks,Accessories,Berlin,S,Beige,Summer,2.7,No,DHL Standard,Yes,Yes,21,SEPA Direct Debit,Quarterly,79.12,Hamburg DC,Delivered,3,DHL
1663,63,Male,Gym Bag,Accessories,Herzogenaurach,M,Olive,Winter,4.6,No,GLS Parcel,Yes,Yes,46,SEPA Direct Debit,Fortnightly,22.08,Nuremberg DC,Processing,4,GLS
1664,43,Male,Track Jacket,Clothing,Nuremberg,XL,Gold,Summer,3.5,No,Store Pickup,Yes,Yes,1,Klarna,Bi-Weekly,20.24,Nuremberg DC,Delivered,3,Store
1665,19,Male,Backpack,Accessories,Munich,M,Purple,Spring,5.0,No,DHL Standard,Yes,Yes,35,Google Pay,Weekly,48.76,Hamburg DC,Processing,1,DHL
1666,40,Male,Sports Socks,Outerwear,Dusseldorf,L,Pink,Fall,3.4,No,DHL Standard,Yes,Yes,49,Visa,Monthly,37.72,Herzogenaurach DC,Delivered,7,DHL
1667,51,Male,Backpack,Clothing,Stuttgart,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,Google Pay,Annually,58.88,Leipzig DC,Delivered,1,Store
1668,51,Male,Hoodie,Accessories,Nuremberg,L,Brown,Winter,3.4,No,Hermes Standard,Yes,Yes,24,Klarna,Every 3 Months,36.8,Hamburg DC,Processing,4,Hermes
1669,66,Male,Tiro Pants,Clothing,Nuremberg,L,Charcoal,Summer,4.0,No,DPD Classic,Yes,Yes,28,SEPA Direct Debit,Fortnightly,30.36,Leipzig DC,Processing,4,DPD
1670,42,Male,Training Shorts,Clothing,Bremen,L,Maroon,Winter,2.7,No,DPD Classic,Yes,Yes,22,Google Pay,Quarterly,54.28,Nuremberg DC,Returned,5,DPD
1671,22,Male,Gym Bag,Clothing,Stuttgart,L,Cyan,Fall,3.6,No,DHL Express,Yes,Yes,20,PayPal,Weekly,67.16,Herzogenaurach DC,Returned,1,DHL
1672,31,Male,Backpack,Clothing,Hanover,M,Olive,Winter,4.0,No,Store Pickup,Yes,Yes,25,Mastercard,Weekly,20.24,Leipzig DC,Returned,7,Store
1673,18,Male,Football Jersey,Footwear,Hanover,L,Gold,Fall,3.8,No,Hermes Standard,Yes,Yes,15,Klarna,Quarterly,67.16,Nuremberg DC,Returned,3,Hermes
1674,21,Male,Stan Smith Sneakers,Clothing,Dusseldorf,M,Violet,Fall,3.4,No,Hermes Standard,Yes,Yes,49,Klarna,Bi-Weekly,57.04,Hamburg DC,Delivered,6,Hermes
1675,35,Male,Track Jacket,Outerwear,Dusseldorf,M,Peach,Winter,3.2,No,Store Pickup,Yes,Yes,10,SEPA Direct Debit,Fortnightly,51.52,Hamburg DC,Processing,5,Store
1676,35,Male,Adilette Slides,Clothing,Cologne,M,Beige,Spring,4.7,No,Hermes Standard,Yes,Yes,21,Mastercard,Annually,82.8,Herzogenaurach DC,Returned,2,Hermes
1677,27,Male,Football Jersey,Accessories,Nuremberg,M,Cyan,Winter,3.1,No,DHL Standard,Yes,Yes,34,Apple Pay,Weekly,40.48,Leipzig DC,In Transit,1,DHL
1678,65,Male,Tiro Pants,Clothing,Stuttgart,L,Silver,Summer,3.3,No,Hermes Standard,No,No,41,Apple Pay,Weekly,32.2,Hamburg DC,In Transit,7,Hermes
1679,41,Male,Stan Smith Sneakers,Clothing,Erlangen,S,Magenta,Summer,4.8,No,Hermes Standard,No,No,30,Visa,Fortnightly,65.32,Herzogenaurach DC,In Transit,3,Hermes
1680,60,Male,Backpack,Clothing,Dusseldorf,S,Black,Fall,4.5,No,DHL Express,No,No,24,SEPA Direct Debit,Bi-Weekly,47.84,Hamburg DC,Processing,1,DHL
1681,61,Male,Stan Smith Sneakers,Footwear,Berlin,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Klarna,Annually,34.04,Nuremberg DC,Delivered,2,Store
1682,24,Male,Adilette Slides,Footwear,Erlangen,L,Green,Winter,3.7,No,Store Pickup,No,No,14,PayPal,Bi-Weekly,87.4,Herzogenaurach DC,Processing,4,Store
1683,65,Male,Running T-Shirt,Clothing,Dresden,M,Yellow,Fall,4.9,No,Hermes Standard,No,No,37,Visa,Bi-Weekly,89.24,Leipzig DC,Delivered,1,Hermes
1684,23,Male,Adilette Slides,Outerwear,Hamburg,S,Lavender,Spring,3.5,No,DHL Express,No,No,37,Visa,Quarterly,52.44,Hamburg DC,Delivered,5,DHL
1685,30,Male,Tiro Pants,Clothing,Nuremberg,M,Indigo,Spring,4.6,No,Hermes Standard,No,No,28,Klarna,Weekly,85.56,Hamburg DC,Delivered,4,Hermes
1686,33,Male,Tiro Pants,Clothing,Munich,M,Pink,Winter,4.6,No,Hermes Standard,No,No,43,Apple Pay,Bi-Weekly,44.16,Leipzig DC,In Transit,2,Hermes
1687,22,Male,Track Jacket,Accessories,Frankfurt,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Klarna,Annually,69.0,Nuremberg DC,Processing,6,Store
1688,67,Male,Track Jacket,Clothing,Stuttgart,S,Magenta,Winter,3.7,No,Store Pickup,No,No,4,PayPal,Annually,64.4,Leipzig DC,In Transit,1,Store
1689,28,Male,Hoodie,Accessories,Dusseldorf,S,Peach,Winter,3.0,No,GLS Parcel,No,No,13,PayPal,Fortnightly,23.92,Herzogenaurach DC,Delivered,6,GLS
1690,32,Male,Sports Socks,Clothing,Herzogenaurach,L,Turquoise,Winter,4.6,No,GLS Parcel,No,No,32,Klarna,Monthly,67.16,Herzogenaurach DC,Returned,5,GLS
1691,40,Male,Gym Bag,Outerwear,Hanover,M,Black,Summer,3.2,No,DPD Classic,No,No,1,Visa,Annually,27.6,Nuremberg DC,In Transit,7,DPD
1692,64,Male,Adilette Slides,Footwear,Dusseldorf,L,Blue,Summer,3.5,No,DHL Standard,No,No,4,Mastercard,Annually,56.12,Herzogenaurach DC,Processing,6,DHL
1693,56,Male,Ultraboost Shoes,Accessories,Stuttgart,M,Beige,Winter,2.6,No,DPD Classic,No,No,33,Apple Pay,Bi-Weekly,69.0,Herzogenaurach DC,Processing,5,DPD
1694,63,Male,Running T-Shirt,Outerwear,Herzogenaurach,XL,Olive,Fall,4.9,No,DPD Classic,No,No,45,Visa,Fortnightly,80.96,Nuremberg DC,Processing,4,DPD
1695,20,Male,Running T-Shirt,Clothing,Bremen,M,Turquoise,Summer,2.7,No,Hermes Standard,No,No,20,Klarna,Fortnightly,61.64,Hamburg DC,Processing,5,Hermes
1696,54,Male,Adilette Slides,Accessories,Munich,S,Yellow,Fall,4.7,No,Hermes Standard,No,No,1,PayPal,Fortnightly,87.4,Herzogenaurach DC,Delivered,3,Hermes
1697,31,Male,Tiro Pants,Accessories,Dusseldorf,S,Turquoise,Spring,4.0,No,Hermes Standard,No,No,7,Google Pay,Bi-Weekly,63.48,Nuremberg DC,Returned,3,Hermes
1698,36,Male,Football Jersey,Clothing,Augsburg,L,Lavender,Fall,3.5,No,Hermes Standard,No,No,48,Visa,Every 3 Months,80.04,Nuremberg DC,Delivered,5,Hermes
1699,25,Male,Ultraboost Shoes,Accessories,Munich,XL,Turquoise,Winter,4.8,No,DPD Classic,No,No,46,SEPA Direct Debit,Quarterly,37.72,Herzogenaurach DC,Processing,5,DPD
1700,20,Male,Sports Socks,Clothing,Hamburg,L,Teal,Spring,4.0,No,Hermes Standard,No,No,34,PayPal,Annually,61.64,Herzogenaurach DC,Processing,5,Hermes
1701,62,Male,Hoodie,Clothing,Stuttgart,L,Black,Fall,4.1,No,DHL Standard,No,No,36,PayPal,Monthly,64.4,Leipzig DC,Processing,2,DHL
1702,69,Male,Running T-Shirt,Accessories,Dresden,XL,Blue,Winter,3.8,No,DHL Express,No,No,44,Visa,Every 3 Months,37.72,Leipzig DC,Delivered,3,DHL
1703,54,Male,Training Shorts,Clothing,Cologne,XL,Yellow,Summer,5.0,No,GLS Parcel,No,No,48,Visa,Weekly,76.36,Leipzig DC,Returned,2,GLS
1704,39,Male,Hoodie,Accessories,Dresden,M,Black,Spring,4.0,No,DPD Classic,No,No,12,PayPal,Annually,20.24,Hamburg DC,Delivered,6,DPD
1705,56,Male,Running T-Shirt,Footwear,Nuremberg,M,Lavender,Summer,3.9,No,Hermes Standard,No,No,19,PayPal,Every 3 Months,18.4,Hamburg DC,Processing,4,Hermes
1706,39,Male,Training Shorts,Accessories,Augsburg,L,Cyan,Summer,3.4,No,DPD Classic,No,No,49,SEPA Direct Debit,Bi-Weekly,26.68,Leipzig DC,Delivered,2,DPD
1707,37,Male,Backpack,Accessories,Stuttgart,M,Brown,Spring,3.0,No,Store Pickup,No,No,25,PayPal,Fortnightly,80.04,Leipzig DC,Delivered,6,Store
1708,25,Male,Track Jacket,Clothing,Hanover,L,Maroon,Fall,4.9,No,DHL Express,No,No,25,PayPal,Bi-Weekly,74.52,Nuremberg DC,Returned,7,DHL
1709,35,Male,Tiro Pants,Footwear,Erlangen,L,Cyan,Spring,3.2,No,DPD Classic,No,No,1,Mastercard,Quarterly,53.36,Herzogenaurach DC,Processing,1,DPD
1710,45,Male,Gym Bag,Clothing,Stuttgart,M,Pink,Winter,3.8,No,Hermes Standard,No,No,19,Apple Pay,Annually,76.36,Herzogenaurach DC,Returned,5,Hermes
1711,19,Male,Ultraboost Shoes,Clothing,Hanover,XL,Orange,Fall,3.8,No,GLS Parcel,No,No,7,Google Pay,Quarterly,54.28,Leipzig DC,Processing,4,GLS
